orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
2091,Quincy Jones,First Class,370.62,3,0.4,-142.071,Consumer,South,Tennessee,Tables                                            ,Furniture,2,Samstag,5,2015,5,5,2015,3
2092,Randy Bradley,Second Class,1441.3,7,0,245.021,Consumer,South,Virginia,Tables                                            ,Furniture,9,Sonntag,6,2013,11,6,2013,2
2093,Randy Bradley,First Class,411.8,2,0,70.006,Home Office,South,Georgia,Tables                                            ,Furniture,2,Samstag,4,2016,4,4,2016,2
2094,Lori Olson,Standard Class,2036.86,7,0,366.6348,Home Office,West,Washington,Tables                                            ,Furniture,6,Sonntag,11,2016,13,11,2016,7
2095,Ed Braxton,First Class,872.94,3,0,157.1292,Corporate,South,Virginia,Tables                                            ,Furniture,15,Freitag,7,2016,17,7,2016,2
2096,Ed Braxton,Second Class,523.764,3,0.4,-192.0468,Corporate,East,Pennsylvania,Tables                                            ,Furniture,30,Montag,12,2013,3,1,2014,4
2097,Rick Wilson,Standard Class,698.352,3,0.2,-17.4588,Corporate,West,California,Tables                                            ,Furniture,12,Freitag,7,2013,17,7,2013,5
2098,Rick Wilson,First Class,523.764,3,0.4,-192.0468,Corporate,South,North Carolina,Tables                                            ,Furniture,4,Freitag,11,2016,5,11,2016,1
2099,Erica Hernandez,Standard Class,727.45,5,0.5,-465.568,Corporate,West,Colorado,Tables                                            ,Furniture,14,Mittwoch,10,2015,18,10,2015,4
2100,Erica Hernandez,Standard Class,581.96,2,0,104.7528,Consumer,Central,Indiana,Tables                                            ,Furniture,4,Freitag,12,2015,8,12,2015,4
2101,Ted Trevino,Standard Class,591.32,4,0,112.3508,Corporate,South,Virginia,Tables                                            ,Furniture,21,Montag,10,2013,26,10,2013,5
2102,Matthew Grinstein,Standard Class,310.443,3,0.3,-48.7839,Consumer,East,Delaware,Tables                                            ,Furniture,15,Freitag,7,2016,19,7,2016,4
2103,Carl Weiss,Standard Class,103.481,1,0.3,-16.2613,Corporate,Central,Texas,Tables                                            ,Furniture,28,Donnerstag,8,2014,1,9,2014,4
2104,Erica Bern,First Class,517.405,5,0.3,-81.3065,Consumer,Central,Texas,Tables                                            ,Furniture,24,Montag,10,2016,26,10,2016,2
2105,Logan Currie,Standard Class,236.528,2,0.2,-2.9566,Consumer,West,California,Tables                                            ,Furniture,2,Freitag,9,2016,6,9,2016,4
2106,Tim Brockman,Standard Class,206.962,2,0.3,-32.5226,Home Office,Central,Texas,Tables                                            ,Furniture,22,Samstag,11,2014,27,11,2014,5
2107,Natalie Webber,Standard Class,73.915,1,0.5,-45.8273,Corporate,West,Arizona,Tables                                            ,Furniture,19,Donnerstag,9,2013,24,9,2013,5
2108,Natalie Webber,Second Class,446.068,4,0.3,0,Home Office,East,Massachusetts,Tables                                            ,Furniture,27,Donnerstag,11,2014,29,11,2014,2
2109,Katherine Nockton,Standard Class,1115.17,7,0,334.551,Corporate,West,Washington,Tables                                            ,Furniture,15,Montag,6,2015,19,6,2015,4
2110,Erica Hackney,Second Class,764.688,6,0.2,95.586,Consumer,West,California,Tables                                            ,Furniture,12,Donnerstag,12,2013,14,12,2013,2
2111,Erica Hackney,Same Day,892.136,7,0.2,111.517,Consumer,West,California,Tables                                            ,Furniture,12,Samstag,12,2015,12,12,2015,0
2112,Resi Polking,Standard Class,557.585,5,0.3,0,Consumer,Central,Texas,Tables                                            ,Furniture,14,Samstag,3,2015,19,3,2015,5
2113,Giulietta Dortch,Standard Class,99.372,2,0.3,-1.4196,Corporate,Central,Texas,Tables                                            ,Furniture,22,Sonntag,3,2015,26,3,2015,4
2114,Dorothy Badders,Second Class,170.352,3,0.2,19.1646,Consumer,West,California,Tables                                            ,Furniture,22,Montag,7,2013,24,7,2013,2
2115,Dorothy Badders,Standard Class,70.98,1,0,20.5842,Consumer,West,Washington,Tables                                            ,Furniture,21,Montag,11,2016,25,11,2016,4
2116,Dorothy Badders,First Class,298.116,6,0.3,-4.2588,Home Office,Central,Texas,Tables                                            ,Furniture,25,Montag,7,2016,27,7,2016,2
2117,Delfina Latchford,Standard Class,2430.08,8,0,388.8128,Consumer,South,Mississippi,Tables                                            ,Furniture,26,Sonntag,7,2015,30,7,2015,4
2118,Maria Bertelson,Standard Class,1488.424,7,0.3,-297.6848,Corporate,East,Massachusetts,Tables                                            ,Furniture,27,Samstag,8,2016,1,9,2016,5
2119,Maria Bertelson,Standard Class,637.896,3,0.3,-127.5792,Consumer,Central,Texas,Tables                                            ,Furniture,4,Mittwoch,3,2015,9,3,2015,5
2120,Maria Bertelson,Standard Class,607.52,2,0,97.2032,Consumer,Central,Minnesota,Tables                                            ,Furniture,22,Donnerstag,12,2016,26,12,2016,4
2121,Maria Bertelson,First Class,637.896,3,0.3,-127.5792,Corporate,East,Rhode Island,Tables                                            ,Furniture,23,Sonntag,10,2016,24,10,2016,1
2122,Maria Bertelson,Same Day,426.79,7,0,123.7691,Consumer,East,Connecticut,Tables                                            ,Furniture,10,Samstag,12,2016,10,12,2016,0
2123,Juliana Krohn,Standard Class,121.94,2,0,35.3626,Consumer,East,New York,Tables                                            ,Furniture,23,Samstag,4,2016,29,4,2016,6
2124,Guy Armstrong,Standard Class,243.88,5,0.2,27.4365,Corporate,East,Ohio,Tables                                            ,Furniture,26,Sonntag,7,2015,30,7,2015,4
2125,Guy Armstrong,First Class,182.91,3,0,53.0439,Consumer,South,Virginia,Tables                                            ,Furniture,30,Donnerstag,10,2014,2,11,2014,3
2126,Meg O'Connel,Standard Class,73.164,6,0.8,-186.5682,Home Office,Central,Texas,Tables                                            ,Furniture,18,Samstag,10,2014,22,10,2014,4
2127,Thomas Boland,Standard Class,195.104,4,0.2,21.9492,Consumer,East,Pennsylvania,Tables                                            ,Furniture,10,Sonntag,4,2016,14,4,2016,4
2128,Darrin Sayre,Standard Class,54.32,4,0,16.296,Consumer,West,California,Tables                                            ,Furniture,15,Donnerstag,12,2016,19,12,2016,4
2129,Julia West,Second Class,5.432,2,0.8,-13.58,Consumer,Central,Texas,Tables                                            ,Furniture,3,Sonntag,1,2016,5,1,2016,2
2130,Julia West,Standard Class,67.9,5,0,20.37,Consumer,South,Virginia,Tables                                            ,Furniture,11,Sonntag,9,2016,15,9,2016,4
2131,Rob Lucas,Standard Class,40.74,3,0,12.222,Home Office,West,California,Tables                                            ,Furniture,16,Samstag,4,2016,20,4,2016,4
2132,Toby Knight,Standard Class,12.992,2,0.8,-32.48,Consumer,Central,Texas,Tables                                            ,Furniture,10,Mittwoch,2,2016,15,2,2016,5
2133,Toby Knight,Standard Class,64.96,2,0,19.488,Consumer,West,California,Tables                                            ,Furniture,27,Freitag,11,2015,1,12,2015,4
2134,Lena Creighton,Second Class,129.92,4,0,38.976,Consumer,West,California,Tables                                            ,Furniture,11,Mittwoch,11,2015,14,11,2015,3
2135,Lena Creighton,First Class,58.464,9,0.8,-146.16,Corporate,Central,Illinois,Tables                                            ,Furniture,9,Samstag,7,2016,12,7,2016,3
2136,Ben Wallace,Standard Class,4.992,3,0.8,-12.9792,Corporate,Central,Texas,Tables                                            ,Furniture,21,Sonntag,7,2013,25,7,2013,4
2137,Ben Wallace,Second Class,33.28,4,0,9.3184,Corporate,East,New Hampshire,Tables                                            ,Furniture,20,Montag,5,2013,22,5,2013,2
2138,Maria Zettner,Standard Class,309.456,9,0.2,34.8138,Consumer,South,North Carolina,Tables                                            ,Furniture,3,Donnerstag,9,2015,7,9,2015,4
2139,Elpida Rittenbach,First Class,34.384,1,0.2,3.8682,Consumer,East,Pennsylvania,Tables                                            ,Furniture,16,Samstag,1,2016,19,1,2016,3
2140,Elpida Rittenbach,Second Class,214.9,5,0,62.321,Consumer,South,Kentucky,Tables                                            ,Furniture,9,Freitag,12,2016,12,12,2016,3
2141,Nick Radford,Standard Class,370.14,3,0,144.3546,Consumer,East,Connecticut,Tables                                            ,Furniture,9,Mittwoch,4,2014,14,4,2014,5
2142,Cari Sayre,Standard Class,394.816,4,0.2,93.7688,Consumer,East,Pennsylvania,Tables                                            ,Furniture,4,Freitag,12,2015,9,12,2015,5
2143,Fred Harton,Standard Class,555.21,5,0.1,178.901,Corporate,Central,Michigan,Tables                                            ,Furniture,29,Samstag,11,2014,3,12,2014,4
2144,Fred Harton,Second Class,320.88,6,0,93.0552,Corporate,West,California,Tables                                            ,Furniture,25,Montag,11,2013,27,11,2013,2
2145,Rob Haberlin,Same Day,106.96,2,0,31.0184,Home Office,West,California,Tables                                            ,Furniture,15,Montag,4,2013,15,4,2013,0
2146,Maria Bertelson,Standard Class,106.96,2,0,31.0184,Consumer,West,California,Tables                                            ,Furniture,27,Samstag,12,2014,31,12,2014,4
2147,Thea Hudgings,First Class,21.392,2,0.8,-54.5496,Consumer,Central,Texas,Tables                                            ,Furniture,29,Mittwoch,6,2016,30,6,2016,1
2148,Troy Blackwell,First Class,213.92,4,0,62.0368,Consumer,West,Washington,Tables                                            ,Furniture,13,Sonntag,10,2013,15,10,2013,2
2149,Troy Blackwell,Standard Class,46.8,4,0,16.38,Consumer,West,California,Tables                                            ,Furniture,3,Mittwoch,2,2016,8,2,2016,5
2150,Troy Blackwell,Standard Class,35.1,3,0,12.285,Consumer,West,Washington,Tables                                            ,Furniture,11,Freitag,12,2015,18,12,2015,7
2151,Benjamin Venier,Standard Class,18.72,2,0.2,3.51,Corporate,West,Colorado,Tables                                            ,Furniture,27,Sonntag,12,2015,3,1,2016,7
2152,Benjamin Venier,Standard Class,28.08,3,0.2,5.265,Consumer,South,North Carolina,Tables                                            ,Furniture,28,Donnerstag,4,2016,2,5,2016,4
2153,Benjamin Venier,Standard Class,1640.7,5,0,459.396,Home Office,West,California,Appliances                                        ,Office Supplies,19,Sonntag,10,2014,24,10,2014,5
2154,Larry Tron,Second Class,2625.12,8,0,735.0336,Consumer,East,New Jersey,Appliances                                        ,Office Supplies,23,Sonntag,11,2014,27,11,2014,4
2155,Sibella Parks,Standard Class,1640.7,5,0,459.396,Corporate,West,California,Appliances                                        ,Office Supplies,6,Samstag,2,2016,10,2,2016,4
2156,Sibella Parks,First Class,157.92,5,0.2,17.766,Home Office,West,Arizona,Appliances                                        ,Office Supplies,14,Samstag,3,2015,17,3,2015,3
2157,Luke Schmidt,Standard Class,64.9,5,0,18.821,Consumer,West,Nevada,Appliances                                        ,Office Supplies,20,Freitag,5,2016,26,5,2016,6
2158,Evan Minnotte,First Class,90.86,7,0,26.3494,Consumer,East,Maryland,Appliances                                        ,Office Supplies,12,Montag,9,2016,15,9,2016,3
2159,Michael Oakman,Standard Class,20.768,8,0.8,-52.9584,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,21,Mittwoch,5,2014,27,5,2014,6
2160,John Huston,Standard Class,31.152,3,0.2,3.5046,Consumer,West,Colorado,Appliances                                        ,Office Supplies,1,Donnerstag,12,2016,5,12,2016,4
2161,Brad Eason,First Class,25.96,2,0,7.5284,Corporate,Central,Nebraska,Appliances                                        ,Office Supplies,21,Samstag,9,2013,22,9,2013,1
2162,Carlos Meador,Standard Class,12.98,1,0,3.7642,Corporate,East,New York,Appliances                                        ,Office Supplies,2,Freitag,9,2016,6,9,2016,4
2163,Carlos Meador,Standard Class,20.768,2,0.2,2.3364,Corporate,South,Tennessee,Appliances                                        ,Office Supplies,13,Freitag,5,2016,18,5,2016,5
2164,Joy Smith,Second Class,90.86,7,0,26.3494,Corporate,West,California,Appliances                                        ,Office Supplies,18,Freitag,3,2016,20,3,2016,2
2165,Joy Smith,Standard Class,77.88,6,0,22.5852,Corporate,Central,Minnesota,Appliances                                        ,Office Supplies,7,Montag,9,2015,12,9,2015,5
2166,Joy Smith,Standard Class,48.784,1,0.2,3.6588,Corporate,South,North Carolina,Appliances                                        ,Office Supplies,10,Donnerstag,3,2016,15,3,2016,5
2167,Tony Molinari,Standard Class,48.784,4,0.8,-131.7168,Corporate,Central,Texas,Appliances                                        ,Office Supplies,10,Sonntag,5,2015,14,5,2015,4
2168,Tony Molinari,Standard Class,73.176,6,0.8,-197.5752,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,23,Freitag,9,2016,28,9,2016,5
2169,Gene Hale,Standard Class,236.88,6,0,66.3264,Home Office,West,Washington,Appliances                                        ,Office Supplies,27,Sonntag,9,2015,1,10,2015,4
2170,Gene Hale,First Class,241.96,2,0,60.49,Consumer,West,California,Appliances                                        ,Office Supplies,1,Samstag,10,2016,2,10,2016,1
2171,Cathy Armstrong,Second Class,355.32,9,0,99.4896,Corporate,East,New York,Appliances                                        ,Office Supplies,19,Mittwoch,8,2015,24,8,2015,5
2172,Cathy Armstrong,Standard Class,39.48,1,0,11.0544,Home Office,East,Delaware,Appliances                                        ,Office Supplies,14,Sonntag,7,2013,20,7,2013,6
2173,Anemone Ratner,Standard Class,387.136,4,0.2,24.196,Consumer,South,Florida,Appliances                                        ,Office Supplies,5,Mittwoch,11,2014,9,11,2014,4
2174,Anemone Ratner,Standard Class,362.94,3,0,90.735,Consumer,Central,Minnesota,Appliances                                        ,Office Supplies,29,Mittwoch,6,2016,4,7,2016,5
2175,Anemone Ratner,Same Day,387.136,4,0.2,24.196,Corporate,East,Ohio,Appliances                                        ,Office Supplies,12,Samstag,12,2015,12,12,2015,0
2176,Duane Noonan,Standard Class,8.74,2,0,2.2724,Consumer,East,New York,Appliances                                        ,Office Supplies,20,Freitag,11,2015,26,11,2015,6
2177,Duane Noonan,Second Class,8.74,2,0,2.2724,Consumer,East,New Jersey,Appliances                                        ,Office Supplies,29,Montag,6,2015,1,7,2015,2
2178,Benjamin Venier,Second Class,13.11,3,0,3.4086,Corporate,East,New York,Appliances                                        ,Office Supplies,26,Mittwoch,3,2014,28,3,2014,2
2179,Natalie Webber,Standard Class,13.11,3,0,3.4086,Home Office,Central,Oklahoma,Appliances                                        ,Office Supplies,21,Sonntag,2,2016,26,2,2016,5
2180,MaryBeth Skach,Second Class,81.08,4,0,22.7024,Consumer,West,California,Appliances                                        ,Office Supplies,8,Sonntag,5,2016,12,5,2016,4
2181,Kelly Andreada,Second Class,64.864,4,0.2,6.4864,Corporate,West,Oregon,Appliances                                        ,Office Supplies,18,Freitag,1,2013,21,1,2013,3
2182,Sean O'Donnell,First Class,32.432,2,0.2,3.2432,Corporate,West,Colorado,Appliances                                        ,Office Supplies,4,Donnerstag,7,2013,7,7,2013,3
2183,Sean O'Donnell,Standard Class,40.54,2,0,11.3512,Corporate,West,California,Appliances                                        ,Office Supplies,26,Dienstag,11,2013,1,12,2013,5
2184,Sean O'Donnell,Standard Class,64.864,4,0.2,6.4864,Consumer,South,North Carolina,Appliances                                        ,Office Supplies,22,Donnerstag,1,2015,28,1,2015,6
2185,Troy Blackwell,Standard Class,60.81,3,0,17.0268,Consumer,West,California,Appliances                                        ,Office Supplies,26,Freitag,6,2015,30,6,2015,4
2186,Jas O'Carroll,First Class,57.68,4,0,19.0344,Corporate,West,Washington,Appliances                                        ,Office Supplies,4,Samstag,5,2013,7,5,2013,3
2187,Maya Herman,Standard Class,43.26,3,0,14.2758,Corporate,South,Virginia,Appliances                                        ,Office Supplies,16,Freitag,10,2015,21,10,2015,5
2188,Maya Herman,Standard Class,100.94,7,0,33.3102,Consumer,East,Delaware,Appliances                                        ,Office Supplies,7,Montag,11,2016,11,11,2016,4
2189,Barry Blumstein,Same Day,5.768,2,0.8,-13.5548,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,23,Samstag,8,2014,23,8,2014,0
2190,Thomas Boland,Standard Class,69.216,6,0.2,11.2476,Consumer,South,Tennessee,Appliances                                        ,Office Supplies,30,Montag,9,2013,4,10,2013,4
2191,David Flashing,Standard Class,8.652,3,0.8,-20.3322,Consumer,Central,Texas,Appliances                                        ,Office Supplies,28,Montag,4,2014,5,5,2014,7
2192,Jim Karlsson,First Class,43.26,3,0,14.2758,Corporate,West,California,Appliances                                        ,Office Supplies,28,Sonntag,9,2014,1,10,2014,3
2193,Bill Donatelli,Standard Class,28.84,2,0,9.5172,Home Office,South,Virginia,Appliances                                        ,Office Supplies,5,Sonntag,10,2014,9,10,2014,4
2194,Bill Donatelli,Second Class,14.336,4,0.2,0.896,Consumer,South,Florida,Appliances                                        ,Office Supplies,27,Samstag,8,2016,30,8,2016,3
2195,Bill Donatelli,Standard Class,26.88,6,0,6.72,Home Office,East,New York,Appliances                                        ,Office Supplies,23,Sonntag,2,2014,28,2,2014,5
2196,Bill Donatelli,Standard Class,2.688,3,0.8,-7.392,Consumer,Central,Texas,Appliances                                        ,Office Supplies,18,Freitag,3,2016,23,3,2016,5
2197,Mitch Willingham,Standard Class,17.92,5,0.2,1.12,Consumer,South,Florida,Appliances                                        ,Office Supplies,3,Montag,10,2016,9,10,2016,6
2198,Mitch Willingham,First Class,904.9,5,0,253.372,Consumer,East,New York,Appliances                                        ,Office Supplies,13,Donnerstag,10,2016,15,10,2016,2
2199,Helen Andreada,First Class,434.352,3,0.2,43.4352,Consumer,East,Pennsylvania,Appliances                                        ,Office Supplies,19,Freitag,12,2014,20,12,2014,1
2200,Helen Andreada,Standard Class,361.96,2,0,101.3488,Home Office,West,California,Appliances                                        ,Office Supplies,24,Dienstag,12,2013,29,12,2013,5
2201,Helen Andreada,Standard Class,542.94,3,0,152.0232,Consumer,South,Georgia,Appliances                                        ,Office Supplies,23,Samstag,8,2014,28,8,2014,5
2202,Mike Kennedy,Second Class,180.98,5,0.8,-470.548,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,5,Mittwoch,3,2014,9,3,2014,4
2203,Trudy Brown,First Class,542.94,3,0,152.0232,Consumer,West,California,Appliances                                        ,Office Supplies,12,Freitag,8,2016,15,8,2016,3
2204,Trudy Brown,Standard Class,542.94,3,0,152.0232,Consumer,East,Vermont,Appliances                                        ,Office Supplies,20,Mittwoch,1,2016,24,1,2016,4
2205,Ross Baird,Same Day,262.24,2,0,78.672,Corporate,South,Mississippi,Appliances                                        ,Office Supplies,5,Samstag,3,2016,5,3,2016,0
2206,Thomas Seio,Standard Class,262.24,2,0,78.672,Consumer,West,California,Appliances                                        ,Office Supplies,29,Freitag,5,2015,4,6,2015,6
2207,Thomas Seio,First Class,209.792,2,0.2,26.224,Home Office,West,Colorado,Appliances                                        ,Office Supplies,28,Mittwoch,9,2016,1,10,2016,3
2208,Thomas Seio,Standard Class,52.448,2,0.8,-131.12,Corporate,Central,Illinois,Appliances                                        ,Office Supplies,14,Samstag,9,2013,19,9,2013,5
2209,Monica Federle,Standard Class,1704.56,13,0,511.368,Consumer,East,New York,Appliances                                        ,Office Supplies,18,Sonntag,12,2016,24,12,2016,6
2210,Monica Federle,Second Class,706.86,7,0,197.9208,Home Office,Central,Missouri,Appliances                                        ,Office Supplies,18,Mittwoch,5,2016,22,5,2016,4
2211,Michelle Tran,Standard Class,706.86,7,0,197.9208,Corporate,East,New York,Appliances                                        ,Office Supplies,4,Samstag,7,2015,8,7,2015,4
2212,Elizabeth Moffitt,Second Class,646.272,8,0.2,64.6272,Consumer,East,Ohio,Appliances                                        ,Office Supplies,24,Mittwoch,8,2016,26,8,2016,2
2213,Naresj Patel,Standard Class,161.568,2,0.2,16.1568,Home Office,East,Ohio,Appliances                                        ,Office Supplies,21,Freitag,10,2016,25,10,2016,4
2214,Naresj Patel,Standard Class,283.14,4,0.1,72.358,Consumer,Central,Michigan,Appliances                                        ,Office Supplies,1,Samstag,8,2015,7,8,2015,6
2215,Maurice Satty,Standard Class,393.25,5,0,129.7725,Consumer,East,New York,Appliances                                        ,Office Supplies,21,Montag,9,2015,25,9,2015,4
2216,Brian Thompson,Standard Class,62.92,1,0.2,10.2245,Corporate,South,North Carolina,Appliances                                        ,Office Supplies,1,Donnerstag,8,2013,5,8,2013,4
2217,Harold Dahlen,Same Day,314.6,4,0,103.818,Corporate,West,Washington,Appliances                                        ,Office Supplies,1,Donnerstag,9,2016,1,9,2016,0
2218,Harold Dahlen,First Class,235.95,3,0,77.8635,Corporate,East,New York,Appliances                                        ,Office Supplies,30,Donnerstag,5,2013,1,6,2013,2
2219,Harold Dahlen,Standard Class,471.9,6,0,155.727,Consumer,Central,Oklahoma,Appliances                                        ,Office Supplies,20,Donnerstag,6,2013,27,6,2013,7
2220,Harold Dahlen,Standard Class,671.544,3,0.2,50.3658,Home Office,South,Florida,Appliances                                        ,Office Supplies,12,Donnerstag,11,2015,16,11,2015,4
2221,Michelle Lonsdale,Standard Class,839.43,3,0,218.2518,Consumer,Central,Missouri,Appliances                                        ,Office Supplies,22,Donnerstag,12,2016,27,12,2016,5
2222,Ruben Ausman,Standard Class,447.696,2,0.2,33.5772,Home Office,East,Pennsylvania,Appliances                                        ,Office Supplies,21,Sonntag,6,2015,25,6,2015,4
2223,Ruben Ausman,Standard Class,2518.29,9,0,654.7554,Corporate,West,California,Appliances                                        ,Office Supplies,17,Mittwoch,8,2016,24,8,2016,7
2224,Roy French,First Class,647.84,8,0,168.4384,Corporate,South,Georgia,Appliances                                        ,Office Supplies,8,Dienstag,3,2016,11,3,2016,3
2225,Patricia Hirasaki,Standard Class,281.34,6,0,109.7226,Corporate,East,New York,Appliances                                        ,Office Supplies,19,Donnerstag,5,2016,24,5,2016,5
2226,Patricia Hirasaki,Standard Class,140.67,3,0,54.8613,Corporate,West,California,Appliances                                        ,Office Supplies,16,Mittwoch,3,2016,21,3,2016,5
2227,Paul Gonzalez,Standard Class,93.78,2,0,36.5742,Consumer,Central,Minnesota,Appliances                                        ,Office Supplies,17,Sonntag,3,2013,24,3,2013,7
2228,Aaron Hawkins,Standard Class,87.168,2,0.2,8.7168,Home Office,West,Oregon,Appliances                                        ,Office Supplies,16,Mittwoch,12,2015,22,12,2015,6
2229,Maria Zettner,Second Class,54.48,1,0,15.2544,Home Office,Central,Missouri,Appliances                                        ,Office Supplies,7,Donnerstag,5,2015,9,5,2015,2
2230,Maria Zettner,Standard Class,108.96,2,0,30.5088,Consumer,West,California,Appliances                                        ,Office Supplies,15,Donnerstag,9,2016,19,9,2016,4
2231,Michael Grace,Standard Class,381.36,7,0,106.7808,Corporate,West,California,Appliances                                        ,Office Supplies,19,Samstag,3,2016,24,3,2016,5
2232,Clay Cheatham,Standard Class,163.44,3,0,45.7632,Consumer,South,Kentucky,Appliances                                        ,Office Supplies,9,Donnerstag,1,2014,13,1,2014,4
2233,Erin Mull,Standard Class,490.32,9,0,137.2896,Home Office,Central,Wisconsin,Appliances                                        ,Office Supplies,22,Sonntag,2,2015,28,2,2015,6
2234,Matt Abelman,Standard Class,43.584,1,0.2,4.3584,Consumer,South,North Carolina,Appliances                                        ,Office Supplies,27,Sonntag,11,2016,2,12,2016,5
2235,Nathan Mautz,Standard Class,272.4,5,0,76.272,Consumer,Central,Wisconsin,Appliances                                        ,Office Supplies,25,Freitag,4,2014,30,4,2014,5
2236,Larry Hughes,Standard Class,87.168,8,0.8,-226.6368,Corporate,Central,Texas,Appliances                                        ,Office Supplies,26,Samstag,3,2016,30,3,2016,4
2237,Kristina Nunn,Second Class,87.168,2,0.2,8.7168,Consumer,South,Tennessee,Appliances                                        ,Office Supplies,5,Samstag,9,2015,8,9,2015,3
2238,Kristina Nunn,First Class,241.44,3,0,72.432,Corporate,West,California,Appliances                                        ,Office Supplies,17,Sonntag,11,2013,19,11,2013,2
2239,Eva Jacobs,Standard Class,80.48,1,0,24.144,Consumer,South,Georgia,Appliances                                        ,Office Supplies,21,Mittwoch,9,2016,25,9,2016,4
2240,Eva Jacobs,Standard Class,160.96,2,0,48.288,Consumer,West,California,Appliances                                        ,Office Supplies,23,Freitag,9,2016,30,9,2016,7
2241,Eva Jacobs,Second Class,241.44,3,0,72.432,Consumer,West,California,Appliances                                        ,Office Supplies,25,Donnerstag,6,2015,27,6,2015,2
2242,Hallie Redmond,Second Class,321.92,4,0,96.576,Corporate,West,California,Appliances                                        ,Office Supplies,27,Samstag,8,2016,29,8,2016,2
2243,Hallie Redmond,Second Class,64.384,4,0.8,-160.96,Home Office,Central,Texas,Appliances                                        ,Office Supplies,13,Samstag,6,2015,17,6,2015,4
2244,Hallie Redmond,Standard Class,64.384,1,0.2,8.048,Corporate,South,Florida,Appliances                                        ,Office Supplies,21,Montag,3,2016,27,3,2016,6
2245,Anthony Rawles,Standard Class,32.192,2,0.8,-80.48,Consumer,Central,Texas,Appliances                                        ,Office Supplies,2,Mittwoch,4,2014,7,4,2014,5
2246,Frank Price,Standard Class,254.9,5,0,68.823,Corporate,East,New York,Appliances                                        ,Office Supplies,5,Montag,12,2016,11,12,2016,6
2247,Frank Price,Standard Class,101.96,2,0,27.5292,Corporate,East,Maine,Appliances                                        ,Office Supplies,4,Sonntag,8,2013,8,8,2013,4
2248,Benjamin Venier,Standard Class,203.92,4,0,55.0584,Consumer,South,Virginia,Appliances                                        ,Office Supplies,19,Sonntag,4,2015,23,4,2015,4
2249,Magdelene Morse,Standard Class,152.94,3,0,41.2938,Consumer,South,Kentucky,Appliances                                        ,Office Supplies,7,Sonntag,12,2014,11,12,2014,4
2250,Magdelene Morse,Standard Class,81.568,2,0.2,7.1372,Corporate,South,Tennessee,Appliances                                        ,Office Supplies,7,Mittwoch,9,2016,12,9,2016,5
2251,Katherine Hughes,Second Class,152.94,3,0,41.2938,Consumer,West,California,Appliances                                        ,Office Supplies,6,Freitag,5,2016,9,5,2016,3
2252,Katherine Hughes,Standard Class,245.88,6,0,68.8464,Home Office,East,Massachusetts,Appliances                                        ,Office Supplies,21,Dienstag,5,2013,26,5,2013,5
2253,Tanja Norvell,First Class,98.352,3,0.2,9.8352,Consumer,South,North Carolina,Appliances                                        ,Office Supplies,30,Sonntag,11,2014,3,12,2014,3
2254,Nora Paige,Standard Class,245.88,6,0,68.8464,Consumer,Central,Wisconsin,Appliances                                        ,Office Supplies,7,Donnerstag,11,2013,12,11,2013,5
2255,Nora Paige,First Class,286.86,7,0,80.3208,Consumer,East,Massachusetts,Appliances                                        ,Office Supplies,2,Freitag,12,2016,4,12,2016,2
2256,Sonia Sunley,Same Day,32.784,4,0.8,-85.2384,Consumer,Central,Texas,Appliances                                        ,Office Supplies,2,Mittwoch,7,2014,2,7,2014,0
2257,Sonia Sunley,Standard Class,81.96,2,0,22.9488,Corporate,West,Washington,Appliances                                        ,Office Supplies,14,Donnerstag,2,2013,18,2,2013,4
2258,Sonia Sunley,Standard Class,81.96,2,0,22.9488,Consumer,Central,Kansas,Appliances                                        ,Office Supplies,30,Mittwoch,12,2015,3,1,2016,4
2259,Sonia Sunley,First Class,19.9,1,0,8.955,Consumer,East,New York,Appliances                                        ,Office Supplies,2,Montag,9,2013,5,9,2013,3
2260,Nora Paige,First Class,59.7,3,0,26.865,Consumer,East,New York,Appliances                                        ,Office Supplies,21,Freitag,6,2013,24,6,2013,3
2261,Greg Maxwell,Standard Class,59.7,3,0,26.865,Corporate,West,California,Appliances                                        ,Office Supplies,3,Donnerstag,12,2015,8,12,2015,5
2262,Nona Balk,Standard Class,7.96,2,0.8,-13.93,Consumer,Central,Texas,Appliances                                        ,Office Supplies,16,Samstag,2,2013,21,2,2013,5
2263,Nona Balk,Standard Class,43.92,4,0,11.8584,Corporate,West,California,Appliances                                        ,Office Supplies,28,Mittwoch,10,2015,3,11,2015,6
2264,Cari MacIntyre,Standard Class,87.84,8,0,23.7168,Corporate,West,California,Appliances                                        ,Office Supplies,20,Mittwoch,5,2015,24,5,2015,4
2265,Linda Southworth,Standard Class,10.98,1,0,2.9646,Home Office,West,California,Appliances                                        ,Office Supplies,27,Freitag,12,2013,31,12,2013,4
2266,John Lee,Standard Class,43.92,4,0,11.8584,Home Office,West,California,Appliances                                        ,Office Supplies,20,Freitag,9,2013,26,9,2013,6
